27.0	5.0
75.0	2.0
43.0	19.0
71.0	28.0
27.0	13.0
11.0	5.0
106.0	30.0
4.0	0.0
4.0	10.0
99.0	23.0
24.0	9.0
70.0	1.0
19.0	3.0
65.0	12.0
11.0	7.0
42.0	4.0
8.0	20.0
50.0	30.0
7.0	15.0
57.0	20.0
39.0	4.0
25.0	1.0
30.0	8.0
18.0	10.0
16.0	7.0
28.0	20.0
20.0	30.0
28.0	10.0
27.0	30.0
20.0	20.0
36.0	10.0
30.0	3.0
5.0	0.0
33.0	2.0
4.0	8.0
49.0	2.0
34.0	15.0
5.0	3.0
30.0	30.0
24.0	7.0
40.0	15.0
6.0	15.0
9.0	2.0
65.0	3.0
67.0	3.0
70.0	8.0
16.0	0.0
30.0	5.0
79.0	19.0
22.0	6.0
50.0	3.0
43.0	7.0
91.0	6.0
14.0	3.0
49.0	8.0
52.0	28.0
15.0	5.0
30.0	3.0
107.0	3.0
50.0	0.0
42.0	20.0
24.0	3.0
37.0	5.0
10.0	4.0
11.0	7.0
33.0	3.0
50.0	8.0
46.0	6.0
35.0	10.0
28.0	11.0
35.0	7.0
58.0	1.0
11.0	2.0
20.0	4.0
8.0	3.0
43.0	4.0
48.0	6.0
5.0	10.0
39.0	10.0
30.0	15.0
28.0	0.0
12.0	0.0
54.0	33.0
56.0	3.0
32.0	15.0
20.0	21.0
35.0	15.0
14.0	24.0
66.0	3.0
38.0	30.0
35.0	10.0
28.0	10.0
70.0	6.0
26.0	15.0
29.0	15.0
80.0	10.0
40.0	15.0
16.0	1.0
15.0	1.0
26.0	1.0
5.0	8.0
33.0	0.0
30.0	7.0
6.0	2.0
54.0	33.0
3.0	3.0
28.0	0.0
28.0	0.0
28.0	0.0
39.0	12.0
10.0	10.0
29.0	15.0
13.0	0.0
39.0	11.0
20.0	10.0
30.0	10.0
12.0	4.0
29.0	31.0
25.0	10.0
40.0	3.0
21.0	5.0
5.0	1.0
21.0	26.0
63.0	5.0
23.0	18.0
8.0	10.0
30.0	5.0
35.0	5.0
29.0	0.0
40.0	20.0
21.0	8.0
41.0	12.0
40.0	0.0
24.0	7.0
100.0	15.0
18.0	5.0
30.0	18.0
15.0	8.0
26.0	28.0
10.0	5.0
26.0	23.0
28.0	12.0
65.0	27.0
60.0	0.0
