27.0	-9.098395443992295
75.0	-16.792480255771007
43.0	3.336909618748134
71.0	9.598693478543886
27.0	-1.0983954439922954
11.0	-7.533700506732725
106.0	8.175923303288574
4.0	-11.849146471681664
4.0	-1.8491464716816637
99.0	1.860477338339635
24.0	-4.805015143256126
70.0	-17.30351308787739
19.0	-10.31604797536251
65.0	-5.814545919983775
11.0	-5.533700506732725
42.0	-11.565296947673144
8.0	7.7596797940034445
50.0	13.652355583697073
7.0	2.857473227582167
57.0	2.9678015486460083
39.0	-11.271916646936972
25.0	-12.90280857683485
30.0	-6.391775744728465
18.0	-3.2182545417837876
16.0	-6.022667674626341
28.0	5.803811122428982
20.0	16.586158591058766
28.0	-4.196188877571018
27.0	15.901604556007705
20.0	6.586158591058766
36.0	-4.978536346200805
30.0	-11.391775744728465
5.0	-11.946939905260386
33.0	-12.685156045464634
4.0	-3.8491464716816637
49.0	-14.249850982724205
34.0	0.2170505209566418
5.0	-8.946939905260386
30.0	15.608224255271535
24.0	-6.805015143256126
40.0	-0.36971008051569676
6.0	2.9552666611608913
9.0	-10.338113639575278
65.0	-14.814545919983775
67.0	-15.010132787141224
70.0	-10.303513087877391
16.0	-13.02266767462634
30.0	-9.391775744728465
79.0	-0.1836539900859009
22.0	-7.609428276098679
50.0	-13.347644416302927
43.0	-8.663090381251866
91.0	-14.357175193030578
14.0	-9.827080807468894
49.0	-8.249850982724205
52.0	11.456768716539624
15.0	-7.924874241047618
30.0	-11.391775744728465
107.0	-18.92187013029015
50.0	-16.347644416302927
42.0	4.4347030523268565
24.0	-10.805015143256126
37.0	-10.076329779779527
10.0	-8.435907073154002
11.0	-5.533700506732725
33.0	-11.685156045464634
50.0	-8.347644416302927
46.0	-9.956470681988035
35.0	-4.880742912622081
28.0	-3.196188877571018
35.0	-7.880742912622081
58.0	-16.129991884932714
11.0	-10.533700506732725
20.0	-9.413841408941234
8.0	-9.240320205996555
43.0	-11.663090381251866
48.0	-10.152057549145482
5.0	-1.9469399052603862
39.0	-5.2719166469369725
30.0	0.6082242552715353
28.0	-14.196188877571018
12.0	-12.631493940311447
54.0	16.26118184938218
56.0	-13.93440501777527
32.0	0.41263738811408857
20.0	7.586158591058766
35.0	0.11925708737791929
14.0	11.172919192531106
66.0	-14.912339353562501
38.0	14.82587678664175
35.0	-4.880742912622081
28.0	-4.196188877571018
70.0	-12.303513087877391
26.0	0.9993979895864271
29.0	0.7060176888502578
80.0	-9.281447423664623
40.0	-0.36971008051569676
16.0	-12.02266767462634
15.0	-11.924874241047618
26.0	-13.000602010413573
5.0	-3.946939905260386
33.0	-14.685156045464634
30.0	-7.391775744728465
6.0	-10.044733338839109
54.0	16.26118184938218
3.0	-8.75135303810294
28.0	-14.196188877571018
28.0	-14.196188877571018
28.0	-14.196188877571018
39.0	-3.2719166469369725
10.0	-2.4359070731540022
29.0	0.7060176888502578
13.0	-12.729287373890172
39.0	-4.2719166469369725
20.0	-3.4138414089412343
30.0	-4.391775744728465
12.0	-8.631493940311447
29.0	16.70601768885026
25.0	-3.9028085768348504
40.0	-12.369710080515697
21.0	-8.511634842519957
5.0	-10.946939905260386
21.0	12.488365157480043
63.0	-12.61895905282633
23.0	4.292778290322598
8.0	-2.2403202059965555
30.0	-9.391775744728465
35.0	-9.88074291262208
29.0	-14.293982311149742
40.0	4.630289919484303
21.0	-5.511634842519957
41.0	-3.467503514094421
40.0	-15.369710080515697
24.0	-6.805015143256126
100.0	-6.237316095239088
18.0	-8.218254541783788
30.0	3.6082242552715353
15.0	-4.924874241047618
26.0	13.999397989586427
10.0	-7.435907073154002
26.0	8.999397989586427
28.0	-2.196188877571018
65.0	9.185454080016225
60.0	-17.32557875209016
